date,White,Wheat,Glutenfree
08-07-2020,2.6325822134308536,3.698993979722082,4.477004255341773
08-08-2020,1.988054796313291,3.2946829704269716,1.8364379566248115
08-09-2020,1.6308268800267895,1.0800183816648543,2.2078040029390458
08-10-2020,1.0655115074148451,3.0928916368929187,4.545011131523612
08-11-2020,2.711203749091596,1.8009029797721139,5.022868967104273
08-12-2020,1.6877857414517172,2.2741804772323437,4.939652091544332
08-13-2020,1.9728466949216996,2.1240814791244373,4.291052963624025
08-14-2020,2.7039748897317173,2.818396591958308,3.842509280527914
08-15-2020,2.637738646105878,2.150536848017797,5.072479866237618
08-16-2020,2.4938766153109766,1.0886409925633997,3.0024023184053585
08-17-2020,2.313646660541405,3.955348427475288,3.285713015832064
08-18-2020,2.632618811346256,1.954178888915179,5.270029792109954
08-19-2020,1.6926869249104912,1.6597263532925002,3.2657669933788807
08-20-2020,2.2292673080797396,2.5456386730975114,2.7716381289844847
08-21-2020,2.695618763707296,2.356091614284617,4.592880923358895
08-22-2020,2.542793754678943,2.858957616583999,5.2262955739132035
08-23-2020,1.0897568541203861,3.7951925092405308,3.2192618610582224
08-24-2020,2.0177479993274288,2.977846039911194,5.256870619657806
08-25-2020,2.8629509897617806,2.8565932902910354,3.851723208155348
08-26-2020,1.2208383941175251,1.5369832373124743,5.033405821998226
08-27-2020,1.7725889197557543,1.9633311483734373,2.30902622883222
08-28-2020,1.6510971606574927,3.5319250518093344,2.305539129906208
08-29-2020,2.8443920147617288,2.1062796661142835,2.1923310179347464
08-30-2020,2.8732581292118247,1.5691316458582625,2.2001734219771656
08-31-2020,2.4119168459676406,2.4816751624881808,2.53110306460574
09-01-2020,1.9761246367022198,3.8225555664420283,1.9988789160757885
09-02-2020,2.741122718756629,1.8603109248460759,1.886951435868108
09-03-2020,2.8013750775499107,1.8684056035225298,5.03936742495323
09-04-2020,2.1850853965368904,1.0027058116525498,3.8207586181622535
09-05-2020,1.9039811473571275,1.455955240276003,5.173910764616879
09-06-2020,1.330702391395164,2.0496808771720456,1.6001789606640275
09-07-2020,1.7803554597365272,3.3448588500157013,3.015316725017825
09-08-2020,2.219026264894193,2.349422215298178,2.6966264336607066
09-09-2020,1.8978487707020752,3.311801119259254,2.8404438986905443
09-10-2020,1.1224238311717076,1.6395845672668332,4.870919293414581
09-11-2020,2.8211361256166905,2.12722575051136,2.95009485242631
09-12-2020,1.3029094134404968,3.376141430108808,4.172607561068201
09-13-2020,1.3241348164945872,1.281353320379687,4.944372276444638
09-14-2020,1.7971725071335025,1.2464294309156285,5.333946718611902
09-15-2020,1.7398519473298013,1.2925018968419926,4.512204481843778
09-16-2020,2.1547171479610903,2.5961225272902566,3.7189453847022502
09-17-2020,1.6119607499367548,3.15315412669966,3.4544794493052593
09-18-2020,1.170852961770911,3.045830272388847,3.9892199148712755
09-19-2020,1.6369883454112195,2.1448664305959473,4.898100027385426
09-20-2020,1.152957193291594,1.3321868866081013,4.874236455467409
09-21-2020,2.0557380963495264,1.2388133279917262,4.533609262744581
09-22-2020,2.1114697625432424,3.8898424148184936,4.605046049819829
09-23-2020,2.2258462990201684,1.112154405873703,1.9904018182086372
09-24-2020,1.467433139237529,2.751670087772582,2.779371495394349
09-25-2020,2.3612032879617324,1.4451981660974558,2.5485575187150102
09-26-2020,2.979901972997915,1.053623549793837,1.6659034780477588
09-27-2020,1.5584172767918778,3.2175295445227183,5.396202701063645
09-28-2020,1.0255515658232894,1.7005631914150101,2.1217863829907606
09-29-2020,2.5477343913422383,3.8653299655384696,3.5900244421592067
09-30-2020,2.9779003093529814,3.142434256481061,1.9753232366064943
10-01-2020,2.1743046999669655,1.6117049247901676,2.6532357950577317
10-02-2020,2.803545472260966,2.945638223504722,4.428453316627434
10-03-2020,1.0339858894494867,3.9048676053639158,1.6407261558720365
10-04-2020,2.653753029741485,3.7926536273997176,2.8553270348983903
10-05-2020,1.8551271530698847,2.740838408391612,1.5532738922054223
10-06-2020,2.3395794212959693,3.0504691926260006,5.486830341962268
10-07-2020,2.9348272346196014,2.3749543814122287,3.1592064712316046
10-08-2020,2.5387935605451757,1.4247016019144105,5.20867985921168
10-09-2020,2.2354372457898073,1.8733051366772924,4.81426110838683
10-10-2020,2.692380419099971,1.266225827694276,3.888010524058115
10-11-2020,1.348535456830548,2.745835192656154,1.9335591359834599
10-12-2020,1.5828831046698126,3.706728249296437,4.416405080021044
10-13-2020,2.404133363347322,1.8111646968110051,3.4038284140670405
10-14-2020,2.330544045510713,3.3133602643345883,4.111997809096977
10-15-2020,1.5880019899020743,2.98214942788941,2.038271896769974
10-16-2020,1.408738303916597,2.89496521832196,2.438399035984792
10-17-2020,1.453135343903853,1.4496688294804074,4.840419764441057
10-18-2020,1.438051788962411,2.437613811279593,5.368755684208679
10-19-2020,2.311287537371244,1.7097987609105938,2.4093614107250088
10-20-2020,1.6170629701596297,1.4632349428022509,4.0381779803819295
10-21-2020,2.4030937096894123,1.0505850300621802,2.62326959340645
10-22-2020,1.763957070437849,3.161305813461933,1.9959127870115783
10-23-2020,1.4077635950783094,3.4735458822129925,2.397409424251245
10-24-2020,2.481272431837945,2.668626919927859,3.4764995346471816
10-25-2020,2.8418362905432755,1.9838226589342853,2.3591065253339596
10-26-2020,2.8722365543923525,1.854842074102783,5.30080580993287
10-27-2020,1.4067375458994833,2.3070835796011533,5.024671606937199
10-28-2020,1.6250040643661063,1.3086689928727595,4.621975300945451
10-29-2020,2.9197310482078533,2.662878952293565,2.1585534781617666
10-30-2020,2.8056390540069818,2.4110112169535034,4.689534751069832
10-31-2020,2.8565220339030564,2.595557169311676,2.440911815934776
11-01-2020,1.9836294693796548,2.1072745180581776,2.622339703842703
11-02-2020,1.6456201354342752,1.517059803486608,2.9484165336844756
11-03-2020,1.1606691148207207,3.9558673360873455,2.2750361764167013
11-04-2020,2.9381904006178274,1.4500290053253515,3.4090466420078025
11-05-2020,1.747864361738867,3.752511171030404,4.2915663468753085
11-06-2020,1.0940764224443815,1.6409031772503249,5.1002992124727395
11-07-2020,1.8884038090737179,3.4221196098977513,3.522273026379937
11-08-2020,1.513109215493797,2.8857579692241138,4.877906920641994
11-09-2020,2.808177408023644,1.8213097976703887,3.3914137961799473
11-10-2020,1.7214811702023858,1.5496393850942187,5.414566523718642
11-11-2020,2.572508697584703,2.6729508155968933,4.472398548892089
11-12-2020,1.3534231698200834,3.3736944577974888,2.200282394607266
11-13-2020,2.335430881729653,3.4272145374783194,4.429055068110433
11-14-2020,1.1911060196022618,1.8640006877269606,5.053435885314006
11-15-2020,1.1476028280800452,1.9589668524440484,2.8442792498751475
11-16-2020,2.7098321817121644,1.760863311924056,1.868835818269564
11-17-2020,2.4427311809729444,3.5941179065318627,3.721510210818987
11-18-2020,2.144778452209467,3.458013772753114,1.5415042614946528
11-19-2020,2.5966030029953706,1.2537081233447076,4.067817959512148
11-20-2020,1.1415001839494743,3.406081915125556,3.1913844877897595
11-21-2020,1.8220220179492146,3.876473713522407,4.529620201477675
11-22-2020,1.908653175727638,1.3418584124589994,4.400251225503762
11-23-2020,2.7162555196217664,1.2068410653134776,2.9298644180826883
11-24-2020,2.899501886339814,3.9368159895562402,2.026925098117002
11-25-2020,1.1501492361381451,3.990735895364297,4.379931172831343
11-26-2020,2.460876209724435,2.9486995040668758,4.952590958397444
11-27-2020,2.978532758105734,2.542731577413702,2.2724962247535623
11-28-2020,1.6607609813583126,1.3521751660176942,2.067877184622115
11-29-2020,2.7496581361023997,2.7194591097654426,3.9207771096042676
11-30-2020,1.715969063590391,1.3425536473851798,1.5894852177590622
12-01-2020,1.0722096050122385,3.6952460607091884,5.355395264505211
12-02-2020,1.157993310566523,2.643583276834719,3.6919886589191764
12-03-2020,2.9344535149416644,1.2495258505070534,3.558983799009497
12-04-2020,2.6287965948110505,1.842753279732216,2.7268779287672062
12-05-2020,1.3529161935585103,3.0984454741313097,4.644430944565776
12-06-2020,2.060668947623837,3.910570628164167,3.778835270488902
12-07-2020,2.463137965441377,1.8678670919095104,1.800913758197349
12-08-2020,1.7486568518185004,3.891510671285753,1.8635894998014813
12-09-2020,1.2875622729033147,3.6558200065839204,4.377811103354139
12-10-2020,1.4908034826821568,2.1122471204184583,1.981017976617189
12-11-2020,1.7163552565975992,1.9396827682201092,3.646148361086657
12-12-2020,1.213245997084695,2.2417365508500517,4.860035421964396
12-13-2020,2.6152023880549047,1.9378600823205225,2.7412117069299775
12-14-2020,1.6429918183765542,1.9032175846014803,3.995526709219256
12-15-2020,1.873743087005025,2.27244384304988,2.070284972631992
12-16-2020,2.571064105550496,2.560132372614918,4.382442049444584
12-17-2020,2.2743645486291157,1.1090580512175376,1.5244603158130676
12-18-2020,2.1604065716810545,2.1809110632275743,3.6054880919630663
12-19-2020,2.8127312218892477,1.757650744977223,4.523031167103499
12-20-2020,1.3392519991226508,3.865047929768592,3.1171821529222163
12-21-2020,2.8187840126964847,1.1725386514750908,1.9710037552543795
12-22-2020,1.9239178603062146,2.4394237032997474,1.7283731199500965
12-23-2020,2.3031817837881006,1.2230543479412872,4.889060513509193
12-24-2020,2.25091894813701,3.6212433591503377,3.8290569486504618
12-25-2020,1.1368508008002098,3.2680351093971027,4.03051069256427
12-26-2020,1.08975305314407,1.3932057862907785,2.6519775829887697
12-27-2020,1.6251395748845936,1.030762716918086,2.688611836384239
12-28-2020,1.6652066232609943,2.129397215965007,3.787108203732159
12-29-2020,1.207179042289416,3.9103502185691807,2.84329513209651
12-30-2020,2.4289384969136263,3.5944511769014245,3.735103095153036
12-31-2020,1.7120479274714784,2.2067762118643923,3.5808096333285757
01-01-2021,1.3686182557578868,3.0599639768859284,3.0523057149530413
01-02-2021,1.333847542093304,2.143092213833219,2.8007485382451267
01-03-2021,1.8057004558987269,3.203122591758398,2.0451182275211526
01-04-2021,2.7908961579171585,3.99460786081505,2.8475903879070423
01-05-2021,2.0535010101013387,1.7922615923326062,2.79614274143373
01-06-2021,2.8962405790967822,3.6349383128784227,3.760357797552597
01-07-2021,1.6906066370785375,2.8385464441841517,2.105057401771012
01-08-2021,2.337161837359212,3.141226808556527,3.9883992949488825
01-09-2021,1.4654882316132545,3.372433199074662,4.218193446408747
01-10-2021,2.783173872361004,1.7492565074381856,4.527957864700593
01-11-2021,1.6539292352418975,2.369623046090943,4.60330881222926
01-12-2021,2.8621665170706865,1.5536788674338964,2.4058702113939927
01-13-2021,2.1336391676710793,1.5366119308629937,3.6317132035507678
01-14-2021,2.551137622603979,1.4052030393586967,3.0218032102493186
01-15-2021,1.8761683033302905,3.9410876796239562,4.102008032418359
01-16-2021,1.2270338347580287,2.667723170328395,2.2698895097805076
01-17-2021,2.274216900899165,2.5726452654463525,3.969646423770163
01-18-2021,2.5823706962155786,3.8038018988401197,3.168227653419163
01-19-2021,1.369252015517422,2.0826520194273552,1.528793900443497
01-20-2021,1.96979301445671,1.6771408819823992,3.5708662991930358
01-21-2021,2.099197944042979,2.1941414541476285,4.20793496361707
01-22-2021,1.2816195444722316,3.1654368160028454,4.110259446948459
01-23-2021,1.381161049074476,2.4006324549222695,5.111057127866115
01-24-2021,1.5579976574189314,2.840673909194204,2.627526513791705
01-25-2021,2.246714310365676,1.1509328150123914,4.426202999121792
01-26-2021,2.856073050361918,2.030027237063266,3.0661066836858413
01-27-2021,1.7854684912538585,2.256229247479034,5.367183648026341
01-28-2021,2.0715574770483336,3.3414902531675077,4.042972575220892
01-29-2021,2.4639060241979402,1.4963858662876575,3.9721242940074037
01-30-2021,1.0007212427451113,1.2568102707231459,4.53516379282134
01-31-2021,1.2244610014373594,2.1261000068902716,3.914091034363785
02-01-2021,1.565906898368348,3.94538293043031,5.364918536245272
02-02-2021,2.769020706626809,3.0355745572291983,2.5135451009163563
02-03-2021,2.2355233314148553,1.4716765591522263,5.314589589885623
02-04-2021,1.1299917230167311,1.2248246379373797,3.38108661549754
02-05-2021,1.9644412321191795,2.24322683197343,4.577456672221198
02-06-2021,1.985799117377753,1.5273197621388008,1.512472990955195
02-07-2021,1.9575085903752436,1.2337346371692957,3.286223679527371
02-08-2021,2.9741811818219324,3.4624481400279206,1.7971430093858762
02-09-2021,2.629224139730037,2.65136466044605,4.965837306464467
02-10-2021,1.7865177588167478,2.9390972311463393,2.3213194549115994
02-11-2021,1.7407548358704719,2.3707949831450614,3.3800199181626724
02-12-2021,1.7593432022473248,3.1866732413470027,4.644647758171152
02-13-2021,2.646222734366421,3.2379602033675594,1.6910534647961755
02-14-2021,1.4960023801964943,3.4646825339489924,2.960496220025877
02-15-2021,2.88479525748605,3.385744106741174,3.9694845838417083
02-16-2021,1.2044810589994448,1.4848702951199146,2.7511338770855365
02-17-2021,2.455933089688225,1.65000946056797,2.425996807709517
02-18-2021,2.7659097101282706,1.3277344538189624,3.8649543824558616
02-19-2021,1.033203925941732,3.2886635444503725,4.130984143921671
02-20-2021,2.0847704934553914,3.3404114744498936,4.265092516146325
02-21-2021,2.5950780126013533,1.8791849433383994,4.760093825028875
02-22-2021,2.158998812472343,3.2460408042618534,2.9420183101412993
02-23-2021,2.279256206399636,3.262875015637853,4.322745626444597
02-24-2021,1.3674417476778946,2.74536030140875,3.4550033264959827
02-25-2021,2.7558350719870974,2.5294523930892283,1.6165419728670005
02-26-2021,1.5212158879995004,3.2202218983277415,3.6439571739883996
02-27-2021,2.651332380356095,2.126562037882395,4.369662352210199
02-28-2021,2.426852432522521,3.1920374629097106,3.71493891570556
03-01-2021,2.968810082742844,2.342106560558975,3.1117595180005977
03-02-2021,2.1263497450306676,1.5000566922129126,1.5110344608901904
03-03-2021,1.57969070432292,1.9250941578323606,3.0435978419366365
03-04-2021,1.7556241934484942,1.926992898986356,5.02211894778717
03-05-2021,1.935233272761669,2.7805467679033873,4.190381246613111
03-06-2021,2.41452931356059,1.1977994646046604,3.891031365209991
03-07-2021,2.9025132985769826,2.844191115908848,4.3493531296643475
03-08-2021,1.6184708369671887,1.4402641988618559,1.98738178128972
03-09-2021,2.5909054476182316,1.8037905189591863,3.0906083366228776
03-10-2021,1.2321297992701048,1.7777645530975283,1.8232562199365923
03-11-2021,1.6998430364756734,3.561836016578128,4.325644013240361
03-12-2021,1.422994817283747,1.1314873138634296,4.50900695427471
03-13-2021,2.641961572331506,3.0976673547055764,4.2936773363107665
03-14-2021,1.888011473530805,2.822474746797349,4.097555168500637
03-15-2021,1.649345784297632,2.1765711834629355,3.8360293698398484
03-16-2021,1.2598220314377444,3.2780315300138936,3.863671721014626
03-17-2021,1.8016730963345713,1.3638058321187243,2.600763536197264
03-18-2021,1.745099111638578,2.0893230644870124,4.32387939654114
03-19-2021,2.643861702549358,3.587853672224492,5.325956143327852
03-20-2021,2.721318618166187,2.646534428601912,2.4829239353194628
03-21-2021,2.653827826547504,3.6369147776994657,3.0457925998046096
03-22-2021,2.868235293178448,1.9591663172991343,4.512461641574966
03-23-2021,2.06043141481594,3.496017077983689,2.781143441494309
03-24-2021,1.1530358296034213,3.7200666446940462,4.968761143499439
03-25-2021,1.5168514083367808,2.8121390171111047,3.678934705669754
03-26-2021,1.8583288193177665,3.0309052914456682,5.1256939779104265
03-27-2021,2.1145767418846537,2.7059680437636393,3.9593110051518257
03-28-2021,1.0971801294087125,3.3471872424280464,2.762211322871356
03-29-2021,2.3234912582004688,3.2814461440282696,5.256087204253961
03-30-2021,2.6609563510434455,1.6940775237318795,3.5691478808457564
03-31-2021,1.6411166215445268,1.2184321839873584,4.949052022805019
04-01-2021,1.4947022723610333,1.1117214546873555,1.7155699092286167
04-02-2021,2.2081783683955543,1.9066675211421196,1.6676966334705923
04-03-2021,1.1055293608909371,1.0085117863347062,2.8378948651064104
04-04-2021,1.3689580775864885,1.3679786991880718,5.020861864613171
04-05-2021,2.5687570725425717,2.7418216947289933,4.742782490792029
04-06-2021,2.9705681816083755,1.4574502517775798,2.3319458621295026
04-07-2021,2.0018970763935293,3.799808891676074,5.092593351160307
04-08-2021,1.211500374524867,2.3097399642580134,1.7284575798393877
04-09-2021,1.5560322256047192,2.879298033970553,4.25614296147486
04-10-2021,1.832624091240137,3.4612995384038534,3.8855141265445488
04-11-2021,1.3412215516731505,3.9193121552563497,1.956036486212446
04-12-2021,2.1739744389921043,2.7905685531853357,1.8905713889589548
04-13-2021,1.7667423302454295,1.579901921415635,3.722685666340424
04-14-2021,1.0356692039667352,2.344523731523342,3.519720103564201
04-15-2021,2.030424344263552,3.3752027987048723,1.9012235342895467
04-16-2021,2.544307873123315,1.5316241729796616,3.088063592234944
04-17-2021,2.2670232634340435,2.744848813801098,4.14555523641191
04-18-2021,2.291005819243191,3.100036341905323,5.341071551205985
04-19-2021,1.6988343897954807,2.367588374362726,2.4963480839280234
04-20-2021,2.002887961060172,2.619955353321921,2.419147009116785
04-21-2021,1.3973261652534,3.529018897153962,2.649491814076573
04-22-2021,2.574541889007155,2.9635953482901702,4.123146942784404
04-23-2021,2.9839373273614287,3.6770190755226735,2.2113816852655432
04-24-2021,2.7912639004020834,1.8633514942179654,2.3695978253427525
04-25-2021,1.3360087367277,1.2314201107576344,5.491759556078732
04-26-2021,1.7869457764048762,3.987689687645579,3.7588638356586865
04-27-2021,2.9881390639018814,1.5615322647412675,4.395587728892335
04-28-2021,1.2051883485724362,2.422643269428234,2.2308584890358536
04-29-2021,2.475409941376069,1.5352532195791226,2.616521969437913
04-30-2021,1.9167359030171314,2.339343910012393,3.435683729964691
05-01-2021,1.7842974227146726,1.5353162891469576,3.8149486442622376
05-02-2021,2.8208145146076022,2.2038637849146285,3.4074917814215864
05-03-2021,2.5438430156408494,2.0403979629355016,4.32065623473488
05-04-2021,2.306768610580771,1.9456937173852826,3.0735375642725087
05-05-2021,1.1011344177741977,3.8513575779727214,5.13639260208136
05-06-2021,1.2851015856189938,1.3034094961617857,5.393814685403672
05-07-2021,1.8597674180688315,2.793121216835324,2.7617886943294803
05-08-2021,1.6643367620788023,3.285356129949982,3.1207896814437475
05-09-2021,2.895313607758136,1.809054809999528,1.9232111929506672
05-10-2021,2.542407466634246,3.168238562471795,1.6836877136607264
05-11-2021,1.8354508994480108,1.891149865199063,2.426140052249984
05-12-2021,2.1852906750938277,2.8466311592177256,4.190488171232956
05-13-2021,1.0015257604965084,2.1362844387960425,2.5511868615541844
05-14-2021,2.2532602702573445,3.585801783713995,5.020043623692493
05-15-2021,2.6420524574561552,1.6687645303108072,4.530810560179191
05-16-2021,1.9306882111729524,2.810959821164442,3.096655742483739
05-17-2021,2.696154903550659,3.074337066409437,3.416640134385217
05-18-2021,1.5604238305578022,1.949730936121412,5.458158729997091
05-19-2021,1.0520372169537469,1.2350772919777595,2.7161475765216876
05-20-2021,1.970553684864399,1.890584492294439,2.5122030002160893
05-21-2021,1.6474828225763842,1.8766684836187562,5.301863941724383
05-22-2021,1.1481328626544876,2.3764470805779068,2.766505935142265
05-23-2021,2.816727648327028,3.8631683186057506,2.6935479690505684
05-24-2021,2.505183457890679,2.3494648562104943,4.036303771984461
05-25-2021,2.740608292501916,3.9000501576196047,2.268759919172241
05-26-2021,1.380143002023401,3.445493502238237,1.8675630413278324
05-27-2021,1.2154794380198215,3.6624905250390247,4.481958554313225
05-28-2021,1.00254608309284,3.131563045144977,2.5335022324810965
05-29-2021,1.8257993898530016,1.7346826169106175,4.376515999432701
05-30-2021,1.9074109680693723,1.6361659685881633,4.589510788147625
05-31-2021,1.352529592422455,3.8840961929165085,3.026383311895138
06-01-2021,1.6914000273592804,2.6468938146219285,2.3568471986707813
06-02-2021,2.0358083122603654,1.9255781008334263,4.019667037521915
06-03-2021,2.246955235346096,3.7045574817415736,2.3552923185731025
06-04-2021,1.4283026161329302,3.171162008841366,2.4385300886361736
06-05-2021,2.1617338594612217,3.7182632922448513,2.126659744418354
06-06-2021,2.313219868188151,3.960939043213522,1.9058163777977524
06-07-2021,1.9558173565975183,1.9096336552622013,4.142154998301695
06-08-2021,2.835270191315599,1.158457622823053,4.879186555623248
06-09-2021,1.9406916173638527,1.2158627012202765,4.940192561893024
06-10-2021,1.2512062882645307,1.3717917754811766,2.5906266000746725
06-11-2021,2.1102635513582273,1.5731159542850985,4.912187630963119
06-12-2021,2.7998248667748316,2.5825004826277773,3.853610738782126
06-13-2021,2.412271810047721,3.1383914837003837,3.0010075530947553
06-14-2021,2.5234720228594174,3.432736913369267,5.160780522959332
06-15-2021,2.9684422581500027,1.3511167272146,1.9983564276023875
06-16-2021,2.1040764281529585,2.338794854715373,1.9013988041116
